,Year of Observation,Insurance Period,Residential,Building Painted,Building Fenced,Garden,Settlement,Building Dimension,Building Type,Date Of Occupancy,Number of Windows,Geo Code,Claim
255,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3343,4,1970,7,6083,0
256,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,10573,4,1972,9,6083,0
257,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1853,4,1988,4,6083,0
258,2016,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,5939,4,1987,6,6083,0
259,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,518,4,2010,4,6083,1
260,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3120,4,2000,4,6083,0
261,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3120,4,2000,4,6083,1
262,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,450,4,1920,6,6083,0
263,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,12900,4,1970,5,6083,0
264,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,12900,4,1970,5,6083,1
265,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,450,4,1960,3,6083,0
266,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1300,4,1960,5,6083,1
267,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,254,4,1900,3,6083,1
268,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1050,4,1960,4,6083,0
269,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4500,4,2011,7,6083,0
270,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,700,4,1960,3,6083,1
271,2012,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,2712,4,1970,6,6083,0
272,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2712,4,1970,6,6083,0
273,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,300,4,1920,3,6083,0
274,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1120,4,2007,1,6083,0
275,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,5598,4,1980,5,6083,1
276,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4500,4,1980,5,6083,1
277,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2659,4,1962,6,6083,0
278,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,450,4,1900,2,6083,0
279,2016,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,300,4,1900,3,6083,0
280,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,500,4,1930,4,6083,0
281,2016,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1619,4,1980,4,6083,0
282,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,826,4,1980,4,6083,1
283,2016,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,826,4,1980,4,6083,0
284,2014,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1365,4,1960,4,6083,0
285,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,184,4,1960,4,6083,0
286,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,970,4,1950,4,6083,0
287,2015,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,686,4,1960,4,6083,0
288,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,900,4,1956,5,6083,0
289,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3508,4,1975,7,6083,1
290,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,2900,4,1960,4,6083,1
291,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,2900,4,1960,4,6083,1
292,2016,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,6984,4,1980,4,6083,0
293,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2034,4,1970,7,6083,0
294,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,7223,4,1980,4,6083,0
295,2015,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,9400,4,1960,4,6083,1
296,2014,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,4286,4,1960,4,6083,1
297,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1700,4,1960,4,6083,0
298,2015,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1500,4,1980,4,6083,1
299,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,8400,4,1980,8,6083,1
300,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,300,4,1980,4,6083,0
301,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,4176,4,1988,4,6083,0
302,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,4176,4,1988,4,6083,0
303,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3400,4,1960,6,6083,1
304,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,500,4,1960,4,6083,1
305,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,500,4,1960,4,6083,0
306,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3501,4,1980,5,6083,0
307,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1325,4,1980,4,6083,0
308,2014,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1325,4,1980,4,6083,1
309,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,9500,4,1993,5,6083,1
310,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,20,4,1988,4,6083,0
311,2015,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,20,4,1988,4,6083,0
312,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,441,4,1960,4,6083,0
313,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1137,4,1960,5,6083,1
314,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,250,4,1960,4,6083,0
315,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,418,4,1960,4,6083,0
316,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,860,4,1980,4,6083,0
317,2015,0 - 5 Months,0,Painted,Not Fenced,Has Garden,Urban area,500,4,1960,4,6083,0
318,2014,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,3873,4,1988,4,6083,0
319,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3708,4,1970,7,6083,0
320,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,700,4,1975,5,6083,1
321,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,7300,4,1980,4,6083,1
322,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1080,4,1960,4,6083,0
323,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1446,4,1950,4,6083,1
324,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,357,4,1960,4,6083,0
325,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2230,4,1960,5,6083,0
326,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1500,4,1900,5,6083,0
327,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,4700,4,1980,4,6083,1
328,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3757,4,1960,4,6083,1
329,2014,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,3043,4,1980,4,6083,0
330,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,317,4,1980,4,6083,0
331,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1702,4,1960,4,6083,0
332,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,860,4,1980,4,6083,1
333,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,400,4,1980,4,6083,0
334,2013,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,3450,4,2003,7,6083,0
335,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,3510,4,1980,4,6083,1
336,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1565,4,1960,4,6083,0
337,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4300,4,1940,6,6083,1
338,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4300,4,1940,6,6083,0
339,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,6650,4,1912,8,6083,1
340,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,6650,4,1912,8,6083,1
341,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1500,4,1960,4,6083,0
342,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2857,4,1950,7,6083,1
343,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1178,4,1980,4,6083,0
344,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,5785,4,1980,4,6083,1
345,2014,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,260,4,1980,4,6083,0
346,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,60,4,1988,4,6084,0
347,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,400,4,1983,3,6085,0
348,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,279,4,1980,4,6088,0
349,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1196,4,1980,4,6088,0
350,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,670,4,1980,4,6088,1
351,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1984,4,1954,7,6088,1
352,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,450,4,1960,4,6088,0
353,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,234,4,1960,4,6088,0
354,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,4400,4,1965,6,6088,1
355,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,4400,4,1965,6,6088,1
356,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,412,4,1960,3,6088,0
357,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,412,4,1960,3,6088,0
358,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,600,4,1980,4,6088,0
359,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1980,4,1960,4,6088,1
360,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,870,4,1960,4,6088,0
361,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2100,4,1968,5,6088,1
362,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,12721,4,1960,8,6088,1
363,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,12721,4,1960,8,6088,1
364,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,12721,4,1960,8,6088,0
365,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1260,4,1980,4,6088,0
366,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,520,4,1960,3,6088,1
367,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1930,4,1960,4,6088,0
368,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3070,4,1980,4,6088,1
369,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,4600,4,1960,4,6088,1
370,2013,0 - 5 Months,0,Painted,Not Fenced,Has Garden,Urban area,4600,4,1960,4,6088,0
371,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1000,4,1980,4,6088,1
372,2013,0 - 5 Months,0,Painted,Not Fenced,Has Garden,Urban area,3500,4,1988,4,6088,0
373,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2205,4,1990,7,6088,1
374,2014,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,1000,4,1900,3,6088,0
375,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2110,4,2004,7,6088,0
376,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2110,4,2004,7,6088,0
377,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2110,4,2004,7,6088,1
378,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1630,4,1970,5,6088,0
379,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1628,4,1954,5,6088,1
380,2014,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,1350,4,1960,6,6088,0
381,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,332,4,1900,4,6088,0
382,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,332,4,1900,4,6088,1
383,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1825,4,1936,7,6088,0
384,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,6600,4,1965,1,6088,1
385,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,8265,4,1958,5,6088,1
386,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,10600,4,1966,8,6088,1
387,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3510,4,1973,4,6088,1
388,2013,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,8000,4,1970,7,6088,1
389,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,3780,4,1953,7,6088,1
390,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,3780,4,1953,7,6088,1
391,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,3780,4,1953,7,6088,1
392,2013,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,2471,4,2009,5,6088,0
393,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1908,4,1920,6,6088,0
394,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,490,4,1900,4,6088,1
395,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,15000,4,1965,7,6088,1
396,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,15000,4,1965,7,6088,1
397,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,12470,4,1974,6,6088,1
398,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,395,4,1920,3,6088,0
399,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,395,4,1920,3,6088,0
400,2013,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,12961,4,2006,6,6088,0
401,2012,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,350,4,1900,4,6088,0
402,2013,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,350,4,1900,4,6088,0
403,2014,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,350,4,1900,4,6088,0
404,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,280,4,1940,2,6088,1
405,2014,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,280,4,1940,2,6088,0
406,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2600,4,1979,4,6088,0
407,2014,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,630,4,1960,4,6088,0
408,2012,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,520,4,1950,3,6088,0
409,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,474,4,1900,2,6088,0
410,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,800,4,1900,7,6088,1
411,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,800,4,1995,5,6088,0
412,2012,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,1315,4,1900,6,6088,0
413,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,3100,4,1954,7,6088,1
414,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3112,4,1946,7,6088,1
415,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,750,4,1960,4,6088,0
416,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,240,4,1954,4,6088,0
417,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2374,4,2013,4,6088,0
418,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,200,4,1995,2,6088,0
419,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1620,4,1980,4,6088,1
420,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,7291,4,1900,8,6088,1
421,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,11547,4,1980,4,6088,1
422,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1500,4,1975,6,6088,0
423,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1800,4,1960,4,6088,0
424,2014,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1800,4,1960,4,6088,0
425,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,5385,4,1980,4,6088,1
426,2015,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,3482,4,1960,4,6088,0
427,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1572,4,1980,4,6088,0
428,2012,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,200,4,1960,4,6088,0
429,2015,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,600,4,1960,4,6088,0
430,2014,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,400,4,1960,4,6088,0
431,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,700,4,1960,4,6088,0
432,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1400,4,1980,4,6088,1
433,2015,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1400,4,1980,4,6088,0
434,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,5266,4,1970,5,6088,0
435,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1874,4,1955,5,6088,0
436,2013,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,4288,4,1960,4,6088,1
437,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1125,4,1980,4,6088,0
438,2014,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,1125,4,1980,4,6088,0
439,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,820,4,1920,4,6088,0
440,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1248,4,1950,5,6088,1
441,2012,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,685,4,1960,4,6088,1
442,2015,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,685,4,1960,4,6088,0
443,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,3732,4,1930,8,6088,1
444,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1425,4,1960,6,6088,1
445,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1425,4,1960,6,6088,0
446,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1000,4,1950,6,6088,0
447,2013,0 - 5 Months,0,Painted,Not Fenced,Has Garden,Urban area,700,4,1960,4,6088,0
448,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,952,4,1970,6,6088,0
449,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,400,4,1950,4,6088,0
450,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,400,4,1950,4,6088,0
451,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,400,4,1980,4,6088,0
452,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,400,4,1980,4,6088,0
453,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,4590,4,1980,4,6088,0
454,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1155,4,1982,5,6088,1
455,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1070,4,1960,4,6088,0
456,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,335,4,1960,4,6088,0
457,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,335,4,1960,4,6088,0
458,2014,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,250,4,1960,4,6088,0
459,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,438,4,1980,4,6088,0
460,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,415,4,1960,4,6088,1
461,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,415,4,1960,4,6088,0
462,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1117,4,1980,4,6088,0
463,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,900,4,1980,4,6088,0
464,2014,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,900,4,1980,4,6088,1
465,2016,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,900,4,1980,4,6088,0
466,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,800,4,1980,4,6088,0
467,2016,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,719,4,1988,4,6088,0
468,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,300,4,1960,4,6088,0
469,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,5927,4,1972,6,6088,1
470,2016,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,195,4,1960,4,6088,0
471,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,8570,4,1960,4,6088,1
472,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,2300,4,1988,4,6088,0
473,2014,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,2300,4,1988,4,6088,0
474,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1700,4,1980,4,6088,1
475,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1026,4,1988,4,6088,0
476,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2138,4,1960,4,6088,1
477,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1500,4,1960,4,6088,1
478,2014,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,420,4,1960,4,6088,0
479,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1334,4,1930,7,6088,1
480,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1375,4,1951,7,6088,0
481,2012,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,1,4,1988,4,6088,0
482,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1200,4,1970,3,6088,0
483,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,450,4,1980,4,6088,0
484,2016,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,450,4,1980,4,6088,1
485,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,770,4,1960,4,6088,0
486,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1680,4,1930,6,6088,0
487,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,476,4,1900,4,6088,0
488,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,476,4,1900,4,6088,0
489,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,808,4,1980,4,6088,1
490,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,808,4,1980,4,6088,0
491,2012,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,1,4,1988,4,6089,0
492,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,923,4,1980,4,6094,0
493,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4200,4,1975,7,6104,1
494,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,7460,4,1980,4,6104,1
495,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1206,4,1970,4,6104,0
496,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,700,4,1970,3,6104,0
